0;61127;279.27651162790704
0;60489;277.6945221445221
0;63024;279.97400932400933
0;64088;280.40209302325604
0;62363;282.43145539906095
0;63096;280.6829439252334
0;62139;281.07558685445986
0;62642;281.69658823529414
0;66866;278.3382075471699
0;66484;277.79149184149196
0;66517;276.1781395348834
0;67964;276.1103729603732
0;69455;274.04463869463854
0;68168;276.21620046620023
0;66855;276.3509324009323
0;67792;278.1402777777778
0;67826;281.1958333333336
0;69527;275.3833333333335
0;67409;278.8086605080832
0;69235;276.4320276497698
0;64014;280.65069284064685
0;61967;281.5810904872389
0;63775;280.83706697459576
0;62937;278.35762124711323
0;63000;279.5377030162414
0;64655;280.40345622119804
0;66882;276.49618937644345
0;66266;275.8633333333334
0;62404;276.4740184757505
0;64775;276.5258064516131
0;64608;276.8138248847927
0;67329;277.4437644341802
0;70975;273.31589327146173
0;71752;273.5407407407408
0;70042;272.1268518518518
0;71619;274.06732101616626
0;76504;275.19133949191684
0;77651;272.80806451612904
0;79437;271.06365740740756
0;79142;270.88879907621236
0;77791;272.4737327188941
0;73823;271.495496535797
0;70925;275.45368663594456
0;76191;270.1245412844035
0;77289;272.4862586605081
0;74116;274.7920689655173
0;68848;278.5168965517243
0;67542;279.76820276497693
0;67035;276.83960739030016
0;66715;273.67291666666654
0;69489;274.61574712643664
0;70610;273.9327188940095
0;74948;272.1185185185184
0;77337;271.1134259259258
0;77245;272.1513793103448
0;74542;273.9523041474656
0;76738;269.62967667436493
0;85241;265.0535128805618
0;88008;264.1062790697674
0;86643;272.863888888889
0;79068;277.7050691244239
0;74514;276.2467741935487
0;67711;275.96866359447006
0;65886;277.33064516128997
0;66439;277.5217889908259
0;67286;276.7923340961097
0;68776;275.02620137299795
0;66356;277.7760869565218
0;61842;281.75779816513756
0;56881;283.41087962962985
0;55853;280.128620689655
0;61972;278.0056064073229
0;62912;275.8529748283752
0;61220;281.5678489702517
0;62078;277.525
0;61916;277.6230414746543
0;65117;275.453953488372
0;67687;275.61511627906964
0;73493;273.58963133640583
0;74023;273.1479166666667
0;72959;272.32819025522036
0;70106;275.26518691588774
0;67334;274.61238317757005
0;61770;277.5292540792542
0;59583;277.6579254079255
0;63203;278.3541860465116
0;63238;280.66720930232566
0;63664;281.2193925233646
0;63579;277.3735431235429
0;64182;276.5546838407492
0;62390;276.77429906542056
0;59156;276.83685446009395
0;56501;281.26009389671367
0;58609;283.28925233644884
0;59233;280.22622377622366
0;59035;278.48348946135826
0;54792;282.1591121495326
0;51390;284.25909090909084
0;50593;282.69428904428906
0;55075;280.940531177829
0;56405;280.4179723502304
0;56178;279.0374709976799
0;56859;278.5315242494226
0;55044;281.76586206896565
0;51988;281.4714285714288
0;50104;282.72655172413795
0;52811;282.27551724137913
0;50393;284.14862385321084
0;48654;284.97735632183895
0;48442;284.52356321839056
0;47779;285.2720183486238
0;44921;285.46674311926614
0;44314;285.2486238532109
0;47693;285.44476082004553
0;47892;284.7066210045664
0;49190;284.9291762013729
0;49941;281.0452164009112
0;49387;284.29678899082575
0;47786;284.8256880733948
0;49144;279.9902298850573
0;53432;279.72775229357813
0;50348;279.4187356321841
0;53581;282.1361751152074
0;52862;283.9345454545454
0;50508;285.3354875283445
0;46565;285.814172335601
0;44860;287.00795454545454
0;46079;285.51227272727255
0;45303;285.535616438356
0;46198;285.60499999999973
0;46024;282.15570776255714
0;46696;284.1263097949888
0;46699;281.95572082379874
0;47760;278.3859090909089
0;52046;281.02324263038554
0;50620;283.4020454545455
0;50171;283.29931818181836
0;49882;283.9933106575963
0;48869;284.73409090909104
0;46001;283.635193621868
0;44749;284.47328767123275
0;45179;285.2314645308925
0;47660;285.11178489702525
0;48126;284.6609839816935
0;48066;286.0937070938215
0;47590;288.10284738041014
0;44870;289.36954545454546
0;44209;288.3742562929057
0;46948;287.0456719817769
0;47342;287.0452595936792
0;47853;286.43303167420845
0;47814;285.405
0;47082;286.80022727272734
0;44590;287.5656462585035
0;43815;287.27704545454543
0;47022;287.1259090909091
0;47157;287.3862186788155
0;47804;286.9326879271071
0;47772;286.97499999999997
0;47137;287.94227272727295
0;44617;289.03041002277905
0;44312;289.91073059360747
0;47069;287.32041284403647
0;47271;286.7974770642199
0;47418;285.59243119266057
0;47808;287.34288990825684
0;46886;287.7454233409612
0;44387;288.61659038901587
0;43787;287.76027397260276
0;47274;288.4829545454545
0;48181;290.2106818181818
0;48763;290.7732876712328
0;47667;291.05000000000007
0;46729;286.5657175398628
0;44112;287.2452164009114
0;43916;286.82573696145147
0;47527;288.41795454545456
0;48019;288.78530751708416
0;48869;290.02301587301577
0;48439;288.64410430839
0;48492;289.301700680272
0;46141;290.8509070294788
0;45369;291.1901360544219
0;48715;291.68099547511315
0;48971;290.8118510158013
0;48398;289.9302721088435
0;48122;289.7912698412699
0;47697;289.9352607709749
0;45633;290.55904977375576
0;45287;291.1619909502264
0;48682;290.84887133182843
0;48639;290.08800904977375
0;48526;287.8152272727272
0;49049;288.68922902494324
0;47906;290.8710884353744
